p,M_p,B_plus_C,B_raw,delta_sq,R,n_farey
38501,-23,1131889596.5615670681,1056824873.5020017624,75064723.0595653057,14.0788486312,450552197
38543,-15,492060779.0481745601,416848518.6684628725,75212260.3797116727,5.5422947876,451538061
38557,-17,593484678.7209452391,518191217.0585080385,75293461.6624371856,6.8822870621,451860683
38561,-18,654848460.0686287880,579544109.2918576002,75304350.7767711431,7.6960242445,451958087
38567,-21,811211278.5065879822,735899638.1042977571,75311640.4022902399,9.7713930300,452099175
38569,-22,894135732.9314373732,818814678.2244225740,75321054.7070147842,10.8709932622,452150589
38593,-17,583300083.6779713631,507866272.2259919643,75433811.4519793391,6.7326078644,452708989
38603,-15,491942836.6227806807,416489955.2036037445,75452881.4191769660,5.5198681266,452945893
38609,-19,721031054.9564763308,645569178.1080312729,75461876.8484450281,8.5549048747,453085151
38611,-20,798377946.8811485767,722869704.8862401247,75508241.9949085116,9.5733880936,453132399
38629,-17,700666809.3951379061,625095496.7645274401,75571312.6306104660,8.2715977135,453554181
38639,-16,693870324.0117920637,618311141.2838590145,75559182.7279330194,8.1831369658,453789971
38651,-18,756058889.9640200138,680411207.9122265577,75647682.0517935157,8.9944753026,454069207
38653,-19,845809662.5135244131,770165723.4062215090,75643939.1073029488,10.1814597772,454120737
38669,-16,809021805.9338040352,733305582.8767132759,75716223.0570907593,9.6849202624,454491353
38671,-16,864463814.2815736532,788743009.8334206343,75720804.4481530339,10.4164636863,454540325
38677,-18,935555971.7693681717,859807834.1619204283,75748137.6074476838,11.3508775439,454677779
38693,-15,757704143.8660724163,681891429.7198029757,75812714.1462693810,8.9944204926,455059287
38699,-18,909986748.6335672140,834173207.3531681299,75813541.2803990543,11.0029579580,455201051
38707,-19,945419194.7515994310,869565105.5204323530,75854089.2311670780,11.4636549504,455387345
38711,-20,984744132.1987812519,908866497.5880098343,75877634.6107714176,11.9780552234,455479627
38713,-21,1067731591.2424908876,991837293.1610723734,75894298.0814185143,13.0686667936,455531233
38723,-20,969457797.2406623363,893537395.6436353922,75920401.5970268846,11.7693976434,455768557
38729,-21,1048804958.6534765959,972859291.0648674965,75945667.5886091143,12.8099379722,455909759
38737,-23,1229777699.9318962097,1153782425.9544131756,75995273.9774830192,15.1822918133,456095411
38747,-24,1314467662.6696817875,1238454200.5379660130,76013462.1317158341,16.2925640512,456328599
38749,-25,1404257721.6484844685,1328237751.6827061176,76019969.9657783806,17.4722214739,456380257
38767,-23,1338113738.0722730160,1262002939.7574632168,76110798.3148097396,16.5811286664,456799299
38783,-21,1278047910.7005395889,1201893047.6727778912,76154863.0277616680,15.7822232211,457178429
38791,-20,1203671107.2680754662,1127475604.4180874825,76195502.8499879837,14.7971410680,457367919
38803,-20,1239531970.7328014374,1163290320.9567286968,76241649.7760726660,15.2579374184,457647877
38821,-21,1254346921.5084021091,1178028606.0531198978,76318315.4552821219,15.4357259987,458074325
38833,-19,1236753288.4879617691,1160382382.8766131401,76370905.6113487184,15.1940372265,458356509
38839,-19,1222946962.7035291195,1146574453.6690416336,76372509.0344875008,15.0129211174,458502161
38851,-20,1328166393.8087620735,1251720964.0409593582,76445429.7678027153,16.3740457454,458782537
38861,-19,1347525431.5606846809,1271056000.4287536144,76469431.1319309473,16.6217530537,459017013
38867,-19,1353404009.4560773373,1276916418.4752805233,76487590.9807967395,16.6944258814,459160049
38873,-19,1365429035.1024892330,1288930713.9650263786,76498321.1374629587,16.8491372726,459304111
38891,-19,1208134125.1406264305,1131549955.1102561951,76584170.0303702354,14.7752460419,459729299
38903,-19,1198774753.1437063217,1122136272.8705413342,76638480.2731650472,14.6419431710,460014847
38917,-19,1318431630.2184288502,1241730386.5009658337,76701243.7174629569,16.1891819000,460340229
38921,-18,1304932023.1573965549,1228224397.4087457657,76707625.7486508936,16.0117639599,460435137
38923,-18,1358328403.4081399441,1281618222.3352656364,76710181.0728743374,16.7072767188,460486009
38933,-18,1416946387.7934949398,1340216279.4824542999,76730108.3110406846,17.4666282765,460723317
38953,-14,1174343219.6702473164,1097492795.1395299435,76850424.5307174027,14.2808943716,461193935
38959,-12,1087335508.3967041969,1010490201.5644946098,76845306.8322095424,13.1496670808,461340467
38971,-12,1075943450.6937105656,999030518.1385250092,76912932.5551854819,12.9891096978,461620187
38977,-15,1203678754.5195598602,1126730272.2620992661,76948482.2574605942,14.6426575185,461762129
38993,-10,991020307.9769794941,914029923.2094496489,76990384.7675298154,11.8720009774,462145677
39097,-3,807249644.6651852131,729843564.3480739594,77406080.3171113133,9.4287627194,464606685
39103,-3,792645351.8367953300,715218023.8000049591,77427328.0367904156,9.2372814862,464754173
39107,-3,819917699.4741027355,742477092.0494788885,77440607.4246238768,9.5876971623,464849211
39113,-5,944390023.1852252483,866931128.6679050922,77458894.5173202157,11.1921443505,464995013
39119,-3,854294537.4453454018,776829387.3444750309,77465150.1008704007,10.0281144015,465134843
39133,-5,880927155.6843494177,803375181.7999480963,77551973.8844013512,10.3591841904,465468137
39139,-6,944073038.7068163157,866510667.0702401400,77562371.6365762204,11.1717917953,465611465
39157,-3,734944261.1338018179,657297753.7634537220,77646507.3703480512,8.4652584646,466036717
39161,-5,855801963.0110480785,778132505.3377509117,77669457.6732971668,10.0185134369,466131353
39163,-5,908244500.4573152065,830578108.5252946615,77666391.9320205301,10.6941765655,466183233
39181,-8,1011221540.3562576771,933481816.3799569607,77739723.9763007015,12.0077840341,466609505
39191,-9,1084353618.4802761078,1006583471.5565371513,77770146.9237389266,12.9430573475,466849441
39199,-8,1085864886.6922030449,1008080637.4365881681,77784249.2556149065,12.9599584374,467038887
39209,-9,1119349370.9770846367,1041499206.5325406790,77850164.4445440024,13.3782531349,467277103
39217,-8,1040582527.7349168062,962691993.3051264286,77890534.4297904074,12.3595504942,467466547
39227,-10,1141633128.2122621536,1063728717.1567373276,77904411.0555247515,13.6542809675,467705779
39229,-11,1208731073.3454077244,1130796961.7843782902,77934111.5610294044,14.5096535924,467756189
39233,-13,1310948624.4363598824,1233013241.2044401169,77935383.2319197953,15.8209684751,467856825
39239,-12,1326795952.1930553913,1248856589.9220824242,77939362.2709729820,16.0234386520,467992737
39241,-13,1403140037.6146469116,1325146186.2689349651,77993851.3457118422,16.9903930041,468042343
39251,-15,1518694655.7133970261,1440682928.4706561565,78011727.2427408546,18.4675173771,468278615
39293,-18,1376266086.8192200661,1298088395.9504458904,78177690.8687740862,16.6043327901,469280997
39301,-18,1384177210.6127529144,1305952010.1192004681,78225200.4935524613,16.6947735753,469472301
39313,-20,1446125405.7617926598,1367829227.8127186298,78296177.9490741342,17.4699361277,469759089
39317,-23,1581579288.2419717312,1503308310.4641430378,78270977.7778287530,19.2064588069,469856877
39323,-25,1736458118.7831268311,1658168451.5856449604,78289667.1974817812,21.1799144248,470001885
39341,-22,1480068526.0757150650,1401692942.3639543056,78375583.7117608339,17.8843062594,470427807
39343,-22,1533304667.3909983635,1454927057.2468390465,78377610.1441593915,18.5630444022,470479939
39359,-26,1765938429.5358672142,1687518757.2084770203,78419672.3273902982,21.5190743231,470858665
39367,-23,1640839548.2471454144,1562374712.3885037899,78464835.8586416095,19.9117820778,471050669
39371,-24,1730136148.5942926407,1651649685.8171882629,78486462.7771043330,21.0437523539,471144547
39373,-25,1796973154.5182795525,1718467364.4423625469,78505790.0759170353,21.8896894456,471196205
39383,-23,1686173434.0248651505,1607645365.0551087856,78528068.9697564691,20.4722386039,471436439
39397,-24,1711188174.1448802948,1632582340.1382808685,78605834.0065993220,20.7692261111,471768949
39409,-23,1686820332.0563480854,1608182067.2299890518,78638264.8263589740,20.4503757907,472058247
39419,-22,1680696735.5347251892,1602034939.2115569115,78661796.3231682479,20.3661118115,472296447
39439,-22,1557816387.9116511345,1479060244.8680994511,78756143.0435517430,18.7802524058,472777669
39443,-21,1546447640.1056499481,1467667462.2416491508,78780177.8640008718,18.6299079545,472875015
39451,-21,1524128029.5303890705,1445312677.4567623138,78815352.0736266524,18.3379587787,473065941
39461,-24,1754235843.5297505856,1675385647.7471845150,78850195.7825659662,21.2477043477,473301809
39499,-24,1645893333.4006357193,1566893818.5683162212,78999514.8323194385,19.8342207784,474215939
39503,-24,1682372038.2882201672,1603361414.0824568272,79010624.2057633698,20.2929850283,474310227
39509,-24,1694736571.9961113930,1615702373.1205904484,79034198.8755209446,20.4430790229,474454265
39511,-25,1766685369.6923243999,1687633723.7118539810,79051645.9804704785,21.3484956927,474504285
39521,-25,1746629637.1023082733,1667523793.9147350788,79105843.1875732839,21.0796538754,474745153
39541,-17,1345210303.7966976166,1266037187.6453847885,79173116.1513127834,15.9907459652,475225003
39551,-18,1360139524.9064130783,1280933039.2144174576,79206485.6919957399,16.1720726279,475464799
39563,-16,1266515783.5654459000,1187279032.9824635983,79236750.5829823911,14.9839439938,475754641
39569,-19,1442543596.7676584721,1363259648.1359207630,79283948.6317376196,17.1946487487,475899131
39581,-18,1416168111.0058639050,1336835479.5332159996,79332631.4726479501,16.8510164697,476185575
39607,-19,1419006505.0613894463,1339558803.3240361214,79447701.7373534441,16.8608880311,476810633
39619,-18,1380822961.9208338261,1301343314.6576735973,79479647.2631601244,16.3732900116,477101959
39623,-21,1534682078.6117630005,1455193078.3233518600,79489000.2884111553,18.3068484072,477198873
39631,-19,1435137412.1936018467,1355609624.0958840847,79527788.0977177322,17.0457352898,477390995
39659,-14,1053001926.4156677723,973370978.0863299370,79630948.3293378800,12.2235261353,478064795
39667,-13,1004027681.0412729979,924347748.9341874123,79679932.1070856005,11.6007597458,478256245
39671,-16,1180612829.0513274670,1100946905.0363345146,79665924.0149928629,13.8195460437,478353751
39679,-15,1107099215.8918867111,1027393333.5971318483,79705882.2947547436,12.8898056708,478548469
39703,-15,1146974313.9326233864,1067161139.3641197681,79813174.5685035139,13.3707391685,479124389
39709,-15,1164315799.2212154865,1084477364.9132976532,79838434.3079178929,13.5833997036,479274303
39719,-16,1162386679.7066481113,1082517633.1330428123,79869046.5736052394,13.5536566364,479512295
39727,-16,1212872742.5996220112,1132959897.7018117905,79912844.8978101313,14.1774441787,479703449
39733,-14,1153546595.1897940636,1073586036.2457029819,79960558.9440910369,13.4264448676,479848839
39749,-10,984559094.3958830833,904563523.9479669333,79995570.4479161352,11.3076701483,480236789
39761,-9,914044390.0516716242,833973258.4163142443,80071131.6353573948,10.4154049204,480528165
39769,-8,849515046.7256366014,769420515.6909039021,80094531.0347327143,9.6064051534,480718633
39779,-4,737072091.2427752018,656981336.1025586128,80090755.1402165741,8.2029609404,480964037
39821,-3,581036002.3878844976,500729632.9632096291,80306369.4246748984,6.2352418189,481976257
39827,-3,585269550.5707519054,504953680.1821954846,80315870.3885564804,6.2870971545,482122989
39829,-4,679397513.5400062799,599071423.8508739471,80326089.6891323775,7.4579931149,482176087
39841,-3,753560984.6184358597,673170384.5133305788,80390600.1051053107,8.3737449855,482465335
39847,-5,937328190.0075958967,856934481.1775909662,80393708.8300049156,10.6592231363,482607539
39857,-5,952497018.2361131907,872068498.8607203960,80428519.3753927946,10.8427769855,482851411
39863,-7,1048584183.3780047894,968127794.9348890781,80456388.4431157261,12.0329511884,483000243
39869,-9,1144051065.5503015518,1063574177.5552147627,80476887.9950867146,13.2158959429,483142753
39877,-7,1065666640.1921701431,985142829.0708227158,80523811.1213473827,12.2341803667,483334721
39883,-8,1122414327.1093592644,1041861426.1800886393,80552900.9292705059,12.9338784099,483482601
39887,-10,1242880687.6451871395,1162327982.9015600681,80552704.7436271310,14.4294097461,483576963
39901,-9,1169174299.4833207130,1088527189.5361170769,80647109.9472036809,13.4974110076,483916957
39929,-11,1284408948.2384939194,1203676102.9731416702,80732845.2653522342,14.9093729946,484596083
39937,-12,1354826712.0392355919,1274055795.9055149555,80770916.1337206662,15.7736949993,484787675
39953,-11,1283553834.7564618587,1202718681.9589481354,80835152.7975137979,14.8786591023,485179191
39971,-8,1105175346.1048288345,1024271955.6329102516,80903390.4719186723,12.6604330135,485615253
39979,-6,1027478676.0852929354,946547087.5558907986,80931588.5294021070,11.6956444913,485810687
39983,-5,1029615865.1920626163,948694726.1762665510,80921139.0157961249,11.7236946701,485913291
39989,-6,1141738639.0037715435,1060768550.0173214674,80970088.9864500761,13.1007457605,486058129
40009,-10,1370063350.3731045723,1289008392.5564584732,81054957.8166462034,15.9028938794,486539893
40013,-11,1446728778.1225039959,1365664585.9527177811,81064192.1697861850,16.8467056711,486639709
40031,-8,1251125844.7258756161,1170004587.1151621342,81121257.6107134372,14.4229098707,487075587
40037,-9,1321154225.9677591324,1239987784.8830170631,81166441.0847421736,15.2770993567,487220041
40039,-11,1429225293.6624116898,1348083543.3126714230,81141750.3497401625,16.6139322544,487273421
40063,-6,1114625271.6380243301,1033348779.9648978710,81276491.6731264591,12.7139934155,487854749
40087,-5,956107591.1640176773,874721053.8664947748,81386537.2975229174,10.7477364551,488437563
40093,-3,861082047.4774286747,779674644.2939811945,81407403.1834475100,9.5774415324,488585937
40111,-4,966000575.3867857456,884530928.0384269953,81469647.3483587056,10.8571837099,489023731
40123,-9,1221670273.7324302197,1140149063.6298182011,81521210.1026119888,13.9859192742,489316953
40127,-9,1281461350.6184949875,1199950256.7928979397,81511093.8255969584,14.7213121610,489415521
40129,-10,1362899039.5649926662,1281334612.2458248138,81564427.3191678971,15.7094784376,489467167
40151,-10,1296498938.9190366268,1214874890.1239802837,81624048.7950563431,14.8837861887,489997977
40153,-11,1373030222.7125499249,1291372625.7940976620,81657596.9184522629,15.8144823571,490049551
40163,-14,1453700900.8000407219,1372016989.5580883026,81683911.2419523895,16.7966612849,490294103
40169,-15,1550683678.3116247654,1468999782.0174374580,81683896.2941873223,17.9839582667,490441613
40177,-19,1724741936.8597054482,1642985615.2729759216,81756321.5867296308,20.0961293682,490634829
40189,-19,1716026709.3233840466,1634237256.4391953945,81789452.8841887563,19.9810268783,490926405
40193,-20,1775164006.6767988205,1693372046.6855113506,81791959.9912873805,20.7034046729,491029425
40213,-17,1511142854.9145486355,1429264558.5152163506,81878296.3993323892,17.4559635626,491516725
40231,-14,1407108877.2664420605,1325138115.0468950272,81970762.2195469588,16.1659850313,491952499
40237,-14,1451783872.8638768196,1369801936.1768486500,81981936.6870280653,16.7085822991,492100305
40241,-14,1519917994.6562275887,1437916802.7253715992,82001191.9308559150,17.5353158761,492199157
40253,-10,1295059652.8652977943,1213008253.9250581264,82051398.9402395636,14.7835170343,492496179
40277,-15,1514483670.2798957825,1432350264.4798095226,82133405.8000863492,17.4393141320,493078739
40283,-17,1596496556.3195514679,1514331919.6229388714,82164636.6966125518,18.4304584126,493228963
40289,-19,1743214603.3404450417,1661029901.9176826477,82184701.4227623791,20.2109379624,493375275
40343,-13,1196084885.5495128632,1113682159.5371720791,82402726.0123409033,13.5151130725,494694209
40351,-11,1051894515.6490480900,969457222.5333687067,82437293.1156793833,11.7599351688,494893263
40357,-11,1092383698.4460806847,1009911320.0598148108,82472378.3862658888,12.2454492015,495039297
40361,-14,1272155641.6770882607,1189670552.7517354488,82485088.9253527373,14.4228559156,495139197
40387,-11,1039121694.9208531380,956526791.0481342077,82594903.8727189302,11.5809419976,495776275
40423,-11,824322747.6685757637,741580642.6477533579,82742105.0208224058,8.9625547049,496661885
40427,-11,880556795.8964500427,797799470.5959354639,82757325.3005146384,9.6402278312,496756467
40429,-12,967608962.6181488037,884837334.1005173922,82771628.5176313818,10.6901042054,496810357
40433,-11,964332762.8030064106,881535741.0150376558,82797021.7879687250,10.6469498779,496909033
40459,-5,584041272.3052717447,501169053.5290516615,82872218.7762201279,6.0474916797,497546351
40483,-3,450636717.6180155277,367639654.4724279642,82997063.1455875486,4.4295501616,498134365
40487,-6,638284920.0630681515,555302848.1962738037,82982071.8667943329,6.6918412098,498235479
40493,-7,706955783.2606918812,623930714.4841928482,83025068.7764990479,7.5149677523,498386257
40499,-4,609535950.4079102278,526514591.2914240956,83021359.1164861768,6.3419172716,498532249
40519,-3,603548483.2198847532,520414978.0083268881,83133505.2115578949,6.2599908026,499024713
40529,-5,719157367.7689598799,635988346.1314055920,83169021.6375543028,7.6469379296,499269503
40531,-7,821427199.6753954887,738232153.3760583401,83195046.2993371487,8.8735109386,499319247
40543,-5,723417037.4070246220,640186767.3330029249,83230270.0740216672,7.6917540549,499618845
40559,-6,730490869.0223486423,647214809.7207406759,83276059.3016080260,7.7719192665,500008415
40577,-3,419983753.9181479216,336599714.1573944092,83384039.7607534975,4.0367403057,500455983
40583,-5,529900789.0838637352,446512516.9936798811,83388272.0901838690,5.3546200899,500601991
40591,-4,507794206.7715258598,424345550.6326610446,83448656.1388647854,5.0851094585,500799189
40597,-6,652724015.3219940662,569269051.7239215374,83454963.5980725288,6.8212725425,500946395
40609,-6,604828306.0030654669,521301571.5640608072,83526734.4390046895,6.2411343514,501243719
40627,-4,396911398.7290856838,313325388.8398790359,83586009.8892066330,3.7485386520,501685747
40637,-4,377288237.7920159101,293671684.6999772191,83616553.0920386612,3.5121237822,501935385
40639,-4,434583421.8663429618,350962100.1738138199,83621321.6925291270,4.1970408153,501988501
40709,-4,278312940.6226134896,194412744.8318761885,83900195.7907373011,2.3171905977,503716059
40763,-4,185824683.5419731736,101699436.5626645088,84125246.9793086499,1.2089050578,505054007
40771,-5,256253269.7569519579,172069826.7669844329,84183442.9899675250,2.0439865686,505250253
40829,-5,355754410.1969181895,271349052.8833876848,84405357.3135304898,3.2148321092,506691351
40841,-5,367994927.4691835642,283524330.1478271484,84470597.3213563859,3.3564854415,506985427
40847,-7,515875211.0905758142,431406228.1575980783,84468982.9329777062,5.1072738558,507133639
40849,-8,597222353.6091032028,512716981.0624015927,84505372.5467016697,6.0672708209,507187157
40853,-9,699196077.4336777925,614686848.6013317108,84509228.8323461115,7.2736061741,507285965
40867,-9,715272673.4588494301,630702770.9670348167,84569902.4918146133,7.4577686906,507630527
40879,-7,628367148.2097917795,543753700.3266494274,84613447.8831423968,6.4263271847,507932465
40883,-6,610396223.3882509470,525765612.1731758118,84630611.2150751799,6.2124756589,508034859
40897,-3,393157796.0124993324,308459833.9165534973,84697962.0959458500,3.6418802328,508377639
40933,-5,492495589.3242142200,407652463.3127226830,84843126.0114915669,4.8047789194,509274495
40939,-10,760929705.7304224968,676064796.3055372238,84864909.4248852432,7.9663644360,509423615
40949,-12,848795452.4373822212,763917700.0482847691,84877752.3890974224,9.0002112279,509672685
40961,-7,589889407.3669664860,504923063.5092742443,84966343.8576922268,5.9426243449,509970151
40973,-8,609401567.9151628017,524387369.1453159451,85014198.7698468715,6.1682327980,510271449
40993,-12,679012396.6654152870,593904369.8068792820,85108026.8585359603,6.9782415564,510767873
41011,-9,527487197.6295186281,442316356.0943427682,85170841.5351758301,5.1932838530,511215453
41017,-10,618615581.9381971359,533417320.6124378443,85198261.3257592618,6.2608944398,511364057
41023,-11,718178999.2618869543,632961769.6997869015,85217229.5621000975,7.4276267012,511513629
41039,-8,563032254.7576750517,477787733.1477421522,85244521.6099328846,5.6049083756,511916355
41047,-6,470125966.9862084985,384809713.6455584764,85316253.3406500071,4.5103916145,512110753
41051,-7,552095371.0159435272,466770974.5977966785,85324396.4181468934,5.4705452859,512213127
41057,-9,612786804.7345746756,527432245.1496019363,85354559.5849727392,6.1793095497,512363241
41077,-5,348663538.3857788444,263209320.2427785695,85454218.1430002600,3.0801208643,512861117
41081,-4,330707058.7896737456,245238136.1472676098,85468922.6424061209,2.8693252303,512962769
41143,-3,166578015.0991230309,80867966.7817011327,85710048.3174218982,0.9435062559,514512809
41149,-3,175031463.5835602880,89280948.5186721385,85750515.0648881644,1.0411709883,514664555
41243,-8,630768616.0620816946,544632458.6047620773,86136157.4573195726,6.3229249444,517019297
41257,-12,885198683.7687988281,799001394.4495481253,86197289.3192507476,9.2694491992,517367429
41263,-14,1046575240.4479383230,960352199.2064169645,86223041.2415214032,11.1379996040,517517121
41269,-15,1059586939.1248154640,973340534.5059974194,86246404.6188180745,11.2855780923,517670651
41281,-12,897607293.9655717611,811296122.9947687387,86311170.9708030373,9.3996653489,517970289
41299,-15,1046209102.9064632654,959857073.6002327204,86352029.3062305450,11.1156284492,518423321
41333,-13,765325631.5588729382,678819511.8850488663,86506119.6738240868,7.8470692530,519275177
41341,-15,860262478.8450258970,773699192.5940444469,86563286.2509814352,8.9379600302,519476065
41351,-13,722055115.1853578091,635471981.1225510836,86583134.0628067255,7.3394430451,519727445
41357,-12,714703683.2161111832,628090864.0278537273,86612819.1882574260,7.2517078871,519878883
41381,-12,631529690.8718290329,544831430.0350933075,86698260.8367356956,6.2842255978,520480299
41387,-10,556234211.1934175491,469502831.8700696230,86731379.3233478814,5.4132983418,520633011
41389,-11,657714743.7840834856,570964042.3182162046,86750701.4658672363,6.5816648473,520688189
41399,-16,957120653.1082048416,870366548.0579072237,86754105.0502976626,10.0325690358,520935377
41411,-15,951358525.2459964752,864537387.7436519861,86821137.5023444295,9.9576832626,521236071
41413,-16,1050338716.6205525398,963474584.0697669983,86864132.5507855266,11.0917424232,521288233
41443,-8,469166691.0476451516,382196837.5318603516,86969853.5157848150,4.3945898732,522045117
41453,-9,605847137.9884123802,518843596.1301208735,87003541.8582915664,5.9634767166,522297319
41467,-8,491740295.5626448989,404672771.7131656408,87067523.8494792581,4.6478038403,522647401
41479,-10,574392123.8575574160,487276115.2417792678,87116008.6157781929,5.5934164453,522952847
41491,-7,382527162.7289881110,295354733.8275798559,87172428.9014082700,3.3881668499,523253555
41507,-5,248731265.7565840483,161502444.8455376327,87228820.9110464305,1.8514803153,523656431
41513,-7,433055527.7211592793,345801020.9794390202,87254506.7417202592,3.9631307756,523810641
41519,-8,542858948.4260131121,455594802.7666991949,87264145.6593139619,5.2208704884,523958567
41521,-9,627204699.3898799419,539887401.5152924061,87317297.8745875061,6.1830520946,524011093
41539,-12,714769332.6111654043,627389641.2312058210,87379691.3799596280,7.1800395644,524463981
41543,-13,798608158.0218180418,711228424.6097552776,87379733.4120627791,8.1395124114,524569249
41549,-15,938395358.1547861099,850983593.1532578468,87411765.0015282184,9.7353438995,524716675
41579,-12,617921178.0798126459,530422232.6257925034,87498945.4540201277,6.0620414323,525477147
41593,-15,815330582.8860341311,727734575.2749865055,87596007.6110475808,8.3078509526,525827857
41597,-16,874107042.2984271049,786497600.7439810038,87609441.5544460863,8.9773155357,525929409
41603,-15,858569490.8355339766,770920484.9339612722,87649005.9015727341,8.7955416836,526081049
41609,-18,1087967319.9264872074,1000308301.6230329275,87659018.3034541756,11.4113564238,526233347
41611,-20,1197866944.3108272552,1110171142.2672832012,87695802.0435440838,12.6593419114,526285323
41617,-18,1158606194.8585405350,1070885141.5552426577,87721053.3032978773,12.2078463633,526431115
41621,-17,1161044237.2139911652,1073318536.4995748997,87725700.7144161612,12.2349383107,526537923
41627,-17,1180131255.3987748623,1092383362.5370790958,87747892.8616957217,12.4491121885,526691831
41641,-18,1320070949.6566455364,1232254523.6069781780,87816426.0496674180,14.0321643574,527042525
41647,-18,1392196593.8438913822,1304379874.2874658108,87816719.5564255863,14.8534342990,527194217
41651,-18,1425921248.5479395390,1338074708.6713654995,87846539.8765740246,15.2319568938,527296651
41659,-20,1566226557.5394530296,1478338496.5145332813,87888061.0249197483,16.8206975928,527499497
41669,-22,1698745016.8029530048,1610831032.7037036419,87913984.0992493629,18.3228077900,527752571
41681,-22,1665870005.4426121712,1577890532.0990712643,87979473.3435408622,17.9347576444,528054895
41687,-23,1719303624.4183180332,1631321266.7024185658,87982357.7158993632,18.5414588680,528209827
41719,-19,1491463449.9218986034,1403336610.2942826748,88126839.6276159883,15.9240546492,529020469
41729,-21,1549797640.9409630299,1461631089.6864733696,88166551.2544896901,16.5780680869,529273107
41737,-22,1558573173.9574646950,1470362330.7169415951,88210843.2405230999,16.6687254843,529474763
41759,-22,1487916573.2317056656,1399644556.4892098904,88272016.7424958497,15.8560391859,530034169
41761,-23,1575929777.4841995239,1487590560.2347667217,88339217.2494328916,16.8395261646,530086679
41771,-22,1511167497.8001611233,1422814367.8606648445,88353129.9394961894,16.1037234203,530336127
41777,-21,1483943203.4571702480,1395566302.6940684319,88376900.7631019056,15.7910753901,530493175
41801,-25,1726125016.7300806046,1637628288.1837933064,88496728.5462872684,18.5049584893,531097957
41809,-24,1661280804.6900417805,1572756892.7239277363,88523911.9661141485,17.7664639733,531308047
41813,-23,1647279581.1370961666,1558766806.3530111313,88512774.7840850800,17.6106421944,531408487
41843,-24,1625799785.7762670517,1537140325.3285839558,88659460.4476831108,17.3375781622,532169175
41849,-23,1568870386.1435220242,1480196305.1091413498,88674081.0343806148,16.6925474484,532319881
41851,-24,1658039739.5752704144,1569318585.5270407200,88721154.0482297540,17.6882120433,532372529
41863,-26,1690839011.9398691654,1602093380.3692965508,88745631.5705725104,18.0526449811,532678999
41879,-23,1528115830.6607694626,1439322463.3823177814,88793367.2784516811,16.2097970546,533086207
41887,-26,1726498146.0940375328,1637670661.0044341087,88827485.0896033943,18.4365307579,533287481
41893,-24,1647039937.5134418011,1558162237.5292906761,88877699.9841511250,17.5315319569,533444323
41897,-24,1678442442.8394522667,1589550581.1433341503,88891861.6961181611,17.8818459960,533546249
41903,-25,1779179490.6058545113,1690283327.4230034351,88896163.1828510165,19.0141313967,533699081
41911,-28,1897007599.0678367615,1808054740.7727572918,88952858.2950793505,20.3259881181,533899599
41927,-31,2106560220.7298836708,2017545666.6395230293,89014554.0903607309,22.6653459904,534305573
41941,-28,1916267920.8535795212,1827174447.9996154308,89093472.8539640754,20.5085107749,534664419
41947,-29,1958827072.8687655926,1869724996.6209554672,89102076.2478101403,20.9840788830,534816291
41953,-31,2120794810.9189386368,2031654995.2197468281,89139815.6991918683,22.7917791762,534968905
41957,-34,2319180607.0737524033,2230059151.3767156601,89121455.6970366389,25.0226966552,535071997
41959,-35,2408313040.8818364143,2319152492.7680721283,89160548.1137641072,26.0109716891,535125617
41969,-33,2307565341.3637266159,2218363896.5031161308,89201444.8606107235,24.8691475791,535381149
41981,-36,2531528100.0584659576,2442285498.0206828117,89242602.0377833098,27.3668118393,535682133
41983,-38,2650710106.0637803078,2561469318.3419032097,89240787.7218769044,28.7028990188,535738105
41999,-38,2633046256.6287326813,2543757719.8069591522,89288536.8217737675,28.4891858502,536146003
42013,-39,2669009668.0846242905,2579622127.2866721153,89387540.7979523093,28.8588555436,536502977
42017,-42,2847055113.4125509262,2757657900.5417790413,89397212.8707721084,30.8472469329,536604589
42019,-42,2908048199.8481001854,2818647621.8950233459,89400577.9530767053,31.5282930651,536660221
42023,-42,2921431522.6426525116,2832018870.5038800240,89412652.1387723088,31.6735808944,536760625
42043,-37,2616895107.4836659431,2527362813.0630035400,89532294.4206625074,28.2285049145,537269533
42061,-36,2493988033.4970111847,2404397555.3011817932,89590478.1958294809,26.8376461843,537731037
42071,-39,2792385747.1219906807,2702759944.4545688629,89625802.6674220264,30.1560472991,537982191
42073,-40,2889480949.7921190262,2799847486.3684277534,89633463.4236914963,31.2366317157,538038277
42083,-42,2960932994.5514326096,2871274531.3986167908,89658463.1528155953,32.0245789458,538294505
42089,-44,3085319632.8198742867,2995627535.3929119110,89692097.4269625098,33.3990130829,538448579
42101,-45,3161910605.8799333572,3072151895.9556560516,89758709.9242771715,34.2267831005,538751291
42131,-44,2949326057.6981134415,2859438467.1019158363,89887590.5961976349,31.8112705896,539521001
42139,-44,3016273756.9702606201,2926368191.6208009720,89905565.3494596928,32.5493553180,539728309
42157,-45,3022971558.0204992294,2932982747.2897410393,89988810.7307581007,32.5927492926,540186967
42169,-47,3111678633.2219958305,3021609492.5780582428,90069140.6439374387,33.5476665035,540493239
42179,-47,3128390278.7706809044,3038323766.6016898155,90066512.1689909548,33.7342225588,540751559
42181,-48,3231248159.1552219391,3141131451.1750602722,90116707.9801616073,34.8562605268,540804105
