p,M_p,B_plus_C,B_raw,delta_sq,R,n_farey
16763,-22,288115915.9481975436,273897067.1976798177,14218848.7505177334,19.2629566573,85406247
16787,-17,230728192.2077827454,216467464.9823368490,14260727.2254459038,15.1792725266,85648771
16811,-17,201319802.6733909249,187019592.7200010419,14300209.9533898961,13.0781011838,85894191
16823,-20,224541474.2096984982,210220978.6440272033,14320495.5656712893,14.6797279242,86016365
16829,-23,257154519.5392068028,242829849.5547536016,14324669.9844532087,16.9518634508,86078535
16831,-24,272974844.2876806259,258630907.3081780374,14343936.9795026183,18.0306778870,86099203
16843,-22,252179892.9620527625,237824155.8657641113,14355737.0962886587,16.5664886638,86221855
16871,-13,155360789.8897071481,140958873.0821048021,14401916.8076023571,9.7875077995,86508237
16879,-10,128467080.5370900333,114054210.0411816090,14412870.4959084224,7.9133584163,86590991
16883,-13,159416802.6198156178,144997651.8712289333,14419150.7485866882,10.0559078963,86633201
16889,-15,183568140.4187539220,169132410.4066684246,14435730.0120854862,11.7162353594,86694325
16901,-15,199744844.4890876412,185286739.2408556044,14458105.2482320406,12.8154233255,86815699
16903,-16,214842072.4674955904,200379501.6668511927,14462570.8006444052,13.8550403264,86838215
16921,-17,210268289.6211829782,195766536.4195120335,14501753.2016709577,13.4995082110,87020869
16927,-17,205603468.8734820187,191103129.3572552204,14500339.5162268076,13.1792175723,87083829
16931,-19,225930915.3289623559,211428274.8064212501,14502640.5225411169,14.5786054945,87125339
16937,-21,252626098.7821805775,238112032.2105261087,14514066.5716544632,16.4056042485,87186991
16943,-21,252679452.7854748666,238157300.7204519808,14522152.0650228932,16.3995873101,87249995
16963,-17,216495271.4950377345,201934113.8793322146,14561157.6157055143,13.8679986309,87454653
16979,-17,191846331.4925544858,177259539.3127857745,14586792.1797687169,12.1520576374,87619739
16981,-18,204632460.1240442097,190039474.5155271292,14592985.6085170694,13.0226589413,87641229
16987,-20,235112512.1050387919,220505959.8419613838,14606552.2630773969,15.0963729065,87701961
16993,-22,254234773.3633518219,239611844.0968475044,14622929.2665043045,16.3860359118,87764835
17011,-21,226987963.9082330167,212333847.1165037751,14654116.7917292528,14.4897062125,87950959
17021,-25,264923243.0012541711,250257532.6819009483,14665710.3193532247,17.0641262668,88051533
17027,-25,264690368.1122874022,250027378.0479962230,14662990.0642911736,17.0515956808,88115097
17029,-26,279098159.4030898213,264416738.2768513560,14681421.1262384504,18.0102958701,88137163
17033,-27,294766778.7200353146,280089770.6669942737,14677008.0530410409,19.0835740946,88178663
17041,-26,281456191.8574596047,266751155.8342596889,14705036.0231999438,18.1401225684,88261743
17047,-26,288605508.9722374678,273897962.8247572780,14707546.1474801768,18.6229545077,88322667
17053,-26,289972555.0551162958,275244416.8324882984,14728138.2226280216,18.6883374308,88386077
17077,-19,228091885.3346935809,213332984.4942652881,14758900.8404282797,14.4545306457,88634611
17093,-15,179424434.5665054619,164645169.4260402918,14779265.1404651776,11.1402811886,88802035
17099,-20,224069255.9991540909,209285022.2650582194,14784233.7340958733,14.1559600605,88863971
17107,-23,249287983.6014076471,234485206.3979948163,14802777.2034128383,15.8406225518,88946081
17117,-21,225856391.7014891505,211030075.4413205385,14826316.2601686157,14.2334799648,89050487
17123,-25,270346972.8987454772,255511667.2164001167,14835305.6823453605,17.2232155297,89112895
17137,-23,254756692.1596083045,239881854.3589359224,14874837.8006723803,16.1266870653,89258143
17159,-21,230285729.0588624775,215396987.5886238813,14888741.4702386092,14.4671050954,89486855
17167,-21,231898553.1018789709,216990169.1995652914,14908383.9023136888,14.5549088769,89571691
17183,-20,234004964.9805735052,219061851.4134240150,14943113.5671495032,14.6597193703,89738597
17189,-24,272046492.8378477693,257100318.3571664691,14946174.4806812834,17.2017474230,89800499
17191,-25,285934173.9569715858,270978109.7756388783,14956064.1813327074,18.1182767398,89822247
17203,-23,277267989.2968913913,262296420.7812571526,14971568.5156342164,17.5196353346,89947883
17207,-24,287973087.2440032959,272991994.9916044474,14981092.2523988727,18.2224360142,89988133
17209,-25,303613303.3526921868,288620376.9187902808,14992926.4339018911,19.2504364102,90011051
17231,-23,282657060.0741542578,267631965.3731415272,15025094.7010127027,17.8123313496,90239491
17239,-23,283251721.8869211078,268212301.9154811502,15039419.9714399651,17.8339525344,90324237
17257,-18,231781079.9088099003,216707088.3999789953,15073991.5088308975,14.3762246564,90511459
17291,-14,170487459.6587244272,155355947.6710086763,15131511.9877157453,10.2670471925,90868383
17293,-15,183567552.4605910778,168427451.2345331311,15140101.2260579392,11.1245921490,90890873
17299,-16,198258862.2407404184,183113736.5695379972,15145125.6712024286,12.0906052908,90954487
17317,-17,192420220.6054512560,177237249.4891447723,15182971.1163064707,11.6734233459,91142293
17321,-20,225158473.9137540162,209973410.2695345581,15185063.6442194562,13.8276279368,91184937
17327,-20,227015125.8335254192,211829255.0157687068,15185870.8177566975,13.9491016062,91248579
17333,-24,274805801.8294161558,259604280.3551214039,15201521.4742947780,17.0775195624,91312073
17341,-21,249399262.9875077307,234174125.8800480664,15225137.1074596569,15.3807564574,91396265
17351,-20,248722361.6064564884,233489841.0971782804,15232520.5092782192,15.3283785802,91501337
17359,-18,239332322.5016707182,224088999.6461690962,15243322.8555016164,14.7007973111,91586063
17377,-16,219994845.8390801549,204706513.8825022876,15288331.9565778691,13.3897219438,91775161
17383,-18,238676772.8242004514,223383509.5371043086,15293263.2870961521,14.6066608116,91838517
17387,-17,240410739.9587973058,225121407.9393658340,15289332.0194314588,14.7240839334,91881551
17389,-18,255807759.1144075692,240494958.0029487312,15312801.1114588361,15.7054843364,91903689
17393,-17,255863646.3071017563,240553323.5842591524,15310322.7228426076,15.7118388645,91945989
17401,-15,238222846.9965105355,222891348.3929180205,15331498.6035925206,14.5381318654,92031071
17417,-13,224736712.7272783816,209377182.9234779775,15359529.8038004003,13.6317443045,92198953
17419,-15,245331024.2842004001,229980210.4169551134,15350813.8672452774,14.9816297954,92222173
17431,-17,257189622.3166509569,241806287.7272086143,15383334.5894423500,15.7187173120,92347451
17443,-18,274829039.6971230507,259425872.1644578874,15403167.5326651707,16.8423716495,92474975
17449,-18,278850501.5668002367,263439160.7378618717,15411340.8289383538,17.0938507987,92539249
17467,-15,253573426.9289312363,238131783.8607920706,15441643.0681391712,15.4214019072,92727231
17471,-17,277375777.9285433888,261941605.0848104060,15434172.8437329940,16.9715350305,92771229
17477,-16,275210995.1415685415,259750572.9516189992,15460422.1899495535,16.8010012767,92836715
17483,-16,285327444.1101691127,269859677.4828779101,15467766.6272911783,17.4465832066,92900299
17489,-19,318733632.1769416332,303258126.2411982417,15475505.9357433859,19.5960072324,92963477
17491,-21,338396553.3542219400,322907076.3168508410,15489477.0373710748,20.8468675565,92985125
17497,-20,330041559.8910024762,314540966.4182948470,15500593.4727076273,20.2921886167,93049337
17509,-24,376395450.0331433415,360881974.5749056935,15513475.4582376592,23.2624839963,93176617
17519,-25,393804344.5410835743,378278989.2352235913,15525355.3058599625,24.3652387841,93283309
17539,-20,347407931.2584761381,331843095.3962945938,15564835.8621815462,21.3200510648,93495475
17551,-21,362409195.6245032549,346811128.0244538188,15598067.6000494547,22.2342367604,93621253
17569,-19,324425670.6013128757,308800943.2542765141,15624727.3470363505,19.7636052390,93815807
17573,-18,328107223.9704950452,312478107.8971373439,15629116.0733577181,19.9933320880,93859447
17579,-17,335085533.3888627887,319446461.8318952918,15639071.5569674727,20.4261781569,93920771
17581,-18,348868539.9930392504,333220270.6497094631,15648269.3433297891,21.2943849150,93943021
17597,-17,323450872.7438807487,307780051.9541595578,15670820.7897211965,19.6403274649,94114337
17599,-17,334633557.0397846103,318962538.7026916146,15671018.3370929956,20.3536574230,94136949
17609,-16,326975500.4213829637,311281075.8560308218,15694424.5653521344,19.8338635838,94244577
17623,-15,316694703.0736000538,300972370.8591175079,15722332.2144825682,19.1429850707,94393811
17627,-17,337464029.7196505666,321744194.1818768382,15719835.5377737489,20.4674020545,94436989
17657,-7,239599123.6015720069,223826204.7438834012,15772918.8576886188,14.1905380205,94756857
17659,-8,255428549.6166065633,239644231.2747410536,15784318.3418655004,15.1824251187,94780345
17669,-6,246860729.9893748760,231063381.1301628053,15797348.8592120595,14.6267189001,94886281
17681,-6,244534419.4328976870,228708846.5793228745,15825572.8535748105,14.4518526246,95014779
17683,-6,255600517.8277795315,239771800.9116004705,15828716.9161790721,15.1478987325,95037499
17737,-3,210856492.8097331226,194935561.5203062296,15920931.2894269023,12.2439798261,95617419
17747,-4,212284310.3846589625,196351271.8844451308,15933038.5002138373,12.3235296194,95725711
17749,-5,227381520.0019690394,211432863.3324109018,15948656.6695581228,13.2570954227,95748833
17761,-8,268704549.1803834438,252731480.7493939698,15973068.4309895020,15.8223500914,95876741
17783,-5,202768919.8420651555,186774232.0024974942,15994687.8395676743,11.6772664697,96115367
17789,-4,193812160.6603521109,177797896.8673709929,16014263.7929811198,11.1024708451,96179581
17791,-4,205560568.6438362300,189540907.6262942255,16019661.0175420046,11.8317676896,96202105
17807,-5,202961665.5938524902,186924561.5822958052,16037104.0115566868,11.6557553937,96374771
17827,-4,177466074.7548129857,161380724.1370393634,16085350.6177736353,10.0327762802,96590669
17837,-4,170739063.4535940588,154630101.0585842729,16108962.3950097822,9.5990106170,96698247
17839,-5,188426854.0134897232,172321543.7530962527,16105310.2603934631,10.6996724041,96722023
17851,-6,203135950.3872029781,186997530.8865139484,16138419.5006890427,11.5871031162,96850859
17863,-3,163613546.5624180734,147467345.3139756322,16146201.2484424319,9.1332532677,96982909
17921,-4,181313544.1220535636,165051693.9535013139,16261850.1685522404,10.1496257955,97610887
17923,-4,192300608.9473267198,176036217.7907990217,16264391.1565277018,10.8234126994,97634519
17929,-5,210910140.3742507100,194640498.0587315261,16269642.3155191801,11.9634159304,97699899
17939,-5,212907282.6938055456,196631674.0095901191,16275608.6842154395,12.0813714451,97810243
17957,-5,212972395.5351199508,196657719.5947050750,16314675.9404148832,12.0540377457,98004407
17959,-5,223913351.6382492185,207591700.7491515279,16321650.8890976943,12.7187931025,98028123
17971,-8,265966977.5188594460,249621202.9162296653,16345774.6026297919,15.2712984844,98156745
17977,-8,264256090.7235586047,247895079.4189663529,16361011.3045922387,15.1515743620,98222683
17981,-11,295821763.9638878703,279460529.2209550142,16361234.7429328300,17.0806503062,98267219
17987,-11,302684358.0543562770,286308637.3362297416,16375720.7181265578,17.4837274197,98332099
17989,-12,321550496.9147316217,305172493.8160729408,16378003.0986587051,18.6330709536,98356077
18013,-14,332019896.1808594465,315593977.8903813958,16425918.2904780600,19.2131710574,98615959
18041,-9,261336543.6506179571,244857517.7343587875,16479025.9162591714,14.8587373416,98922183
18043,-9,272348320.1418735981,255869519.1778354645,16478800.9640381467,15.5271927694,98945983
18047,-11,302903859.4731256962,286427552.1579016447,16476307.3152240533,17.3842079222,98989657
18049,-12,319345290.0702363253,302856929.8608697653,16488360.2093665563,18.3679229478,99013591
18059,-14,342564664.4244592786,326070879.2250587344,16493785.1994005498,19.7693176723,99121943
18061,-15,361244855.6491906047,344724892.2554625869,16519963.3937280253,20.8671704676,99144033
18077,-19,394450632.6766429543,377911661.8231353164,16538970.8535076473,22.8497688986,99318557
18089,-14,344673991.4018651843,328115219.0788193345,16558772.3230458759,19.8151899596,99450891
18097,-15,348836213.0348564982,332253543.3163675666,16582669.7184889205,20.0361913345,99537495
18119,-10,285089482.3031882644,268484854.2924361825,16604628.0107520577,16.1692784758,99781445
18121,-11,300811966.0505605340,284186194.8437547088,16625771.2068057973,17.0931135349,99804363
18127,-12,322110737.0492719412,305482077.3780648112,16628659.6712071393,18.3708178180,99868747
18131,-12,328308300.8158663511,311665133.3690070510,16643167.4468592852,18.7263112244,99913165
18133,-13,347191408.7162555456,330554833.3077277541,16636575.4085277915,19.8691632857,99937335
18143,-14,356883438.9261506200,340235527.2307233214,16647911.6954273209,20.4371295004,100047353
18149,-18,409182999.5233487487,392519215.5808911920,16663783.9424575660,23.5552271283,100113059
18169,-16,368298689.7667997479,351586218.6557451487,16712471.1110546198,21.0373568528,100334267
18181,-16,369319573.7095218897,352584983.8531973958,16734589.8563244995,21.0692336580,100465267
18191,-11,326095797.5056186914,309349176.7963430882,16746620.7092755921,18.4723343394,100575677
18199,-14,353895830.8730867505,337139176.0207046270,16756654.8523821421,20.1197183442,100665379
18211,-12,331100855.7978133559,314316387.8054254651,16784467.9923878871,18.7266220144,100797731
18217,-14,356157430.3104197383,339353325.7453898787,16804104.5650298372,20.1946687747,100863509
18223,-15,375502053.7445940971,358698512.2697538137,16803541.4748402946,21.3466020128,100931017
18229,-16,386013419.7961125970,369189152.1506090164,16824267.6455035955,21.9438468247,100997407
18233,-19,422929258.5444196463,406098008.0876842141,16831250.4567354172,24.1276195807,101043491
18251,-24,474603201.4262214899,457748510.2505582571,16854691.1756632626,27.1585225431,101238967
18253,-25,491541665.1056978703,474671026.3407042027,16870638.7649936378,28.1359249613,101262833
18257,-26,510319388.0406498313,493448720.0440698862,16870667.9965799637,29.2489141594,101307715
18269,-25,498189153.2478327155,481309454.6822456717,16879698.5655870698,28.5141024771,101441455
18287,-20,457649239.8555228710,440733727.9298431873,16915511.9256797098,26.0550038253,101640307
18289,-21,474988960.5179168582,458056805.7668316364,16932154.7510852180,27.0524816540,101664641
18301,-19,449854909.1341185570,432895259.5348079801,16959649.5993105769,25.5250119998,101796185
18307,-19,459213798.9384249449,442248136.0610753298,16965662.8773496374,26.0672476671,101862091
18311,-22,497547290.3929992318,480584813.5660251379,16962476.8269740790,28.3322311045,101907885
18313,-23,513604114.2456372976,496625060.9274005294,16979053.3182367906,29.2492786034,101931379
18329,-20,485556626.7208406925,468559842.4202852249,16996784.3005554974,27.5675583178,102108847
18341,-22,488210923.0202583075,471184075.0523202419,17026847.9679380879,27.6730065330,102241583
18353,-22,485230209.3281427026,468187697.2834066749,17042512.0447360389,27.4717539324,102377299
18367,-23,483345191.7361335754,466273121.6561016440,17072070.0800319239,27.3120435583,102532083
18371,-23,498559983.6664245129,481478385.3556827307,17081598.3107418083,28.1869633390,102576001
18379,-23,508902785.2874291539,491805217.3012394905,17097567.9861896560,28.7646300163,102666961
18397,-23,509561073.1133899689,492424597.8914006352,17136475.2219893597,28.7354658127,102865371
18401,-22,507294511.5436996222,490144263.2962188125,17150248.2474808134,28.5794267362,102912269
18413,-21,497597487.4329028726,480443166.2984408736,17154321.1344620101,28.0071220850,103046999
18427,-22,517194639.0616692305,500011596.7959485054,17183042.2657207362,29.0991309376,103201179
18433,-20,506324430.0261750221,489120177.2539905310,17204252.7721844912,28.4301901240,103269377
18439,-21,522768777.7910747528,505562396.3629232645,17206381.4281514622,29.3822613705,103337901
18443,-21,532224515.6388372183,515010098.5076197982,17214417.1312174499,29.9173706889,103385195
18451,-20,517703476.0753161311,500466127.5212260485,17237348.5540900566,29.0338230355,103471337
18457,-18,506191809.3938080668,488947782.5778374672,17244026.8159706257,28.3546173870,103540113
18461,-20,531816111.8918817639,514567839.5874071121,17248272.3044746630,29.8330076488,103584181
18481,-22,539120843.3302783966,521816024.6939460635,17304818.6363323890,30.1543769779,103808311
18493,-22,536443304.8151586056,519133682.8063644767,17309622.0087941028,29.9910467451,103943571
18503,-24,545840005.4699500799,528519439.2983956933,17320566.1715543382,30.5139817061,104055683
18517,-22,531222941.2903162241,513867560.8619483709,17355380.4283678755,29.6085449111,104211617
18521,-23,547185273.1559499502,529832325.7174864411,17352947.4384634905,30.5326992775,104258885
18523,-24,564815119.2304360867,547446118.6393783092,17369000.5910577588,31.5185733209,104282697
18539,-24,570956586.4423191547,553564601.1634205580,17391985.2788986526,31.8287183600,104460667
18541,-25,587855637.5485993624,570445749.1194534302,17409888.4291459881,32.7656177374,104484101
18553,-24,569023962.0546145439,551600365.0157303810,17423597.0388841853,31.6582370325,104619921
18583,-23,546232598.5894165039,528758723.3370677829,17473875.2523487508,30.2599575481,104957523
18587,-23,555041333.0472950935,537555770.7480461597,17485562.2992489599,30.7428358064,105002549
18593,-22,547461566.8146827221,529961501.8861089945,17500064.9285737462,30.2834020359,105071751
18617,-19,492809306.5153474808,475266002.3670536876,17543304.1482937634,27.0910199327,105341243
18637,-14,418959410.1179707646,401378996.8078069687,17580413.3101638183,22.8310330210,105568053
18661,-5,299908256.4667180181,282279616.6828748584,17628639.7838431560,16.0125579820,105840653
18671,-3,277339350.7709177732,259697699.8553844988,17641650.9155332595,14.7207141270,105952929
18719,-4,280791128.2692639828,263072673.1041075885,17718455.1651563793,14.8473820461,106499845
18731,-4,270136891.7867843509,252384608.4985287189,17752283.2882556282,14.2170223627,106637495
18749,-3,275748592.5183542967,257955678.9886226654,17792913.5297316462,14.4976638344,106841941
